Column1,Column2,Column1_emo,Column2_emo
보기만해도 짜증이 나지,짜증날 때 짜증내지 마세요.,angry,angry
보너스 깎였어,많이 깎였나봐요.,sadness,sadness
보드 타러 가야지,보드 타러 가세요.,neutral,neutral
보드게임 재밌다,저도요.,neutral,neutral
보름달 떴다,보름달 처럼 환한 보름달 처럼 행복하세요.,neutral,sadness
보름달을 봤어,보름달만큼 행복할 거예요.,angry,neutral
보이스피싱 같아,신고하세요.,neutral,neutral
보이스피싱 같은데,신고하세요.,neutral,neutral
보이스피싱 당했어,신고하세요.,sadness,neutral
보이스피싱 전화왔어,신고하세요.,neutral,neutral
보이스피싱인듯,신고하세요.,neutral,neutral
보일러 틀고 나갔어,얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼,angry,fear
보일러 틀어놓고 나왔어.,얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼른 얼,neutral,fear
보조 배터리 안 가지고 왔다,충전하고 오세요.,angry,neutral
보조베터리 안 가져왔다,충전하고 오세요.,angry,neutral
보증금 마련하는 게 쉽지 않네,조금씩 조금씩 준비해보세요.,sadness,neutral
보증금 모잘라,보증금에 대한 부담감이 크시겠어요.,sadness,sadness
보험 많이 든 거 같애,보험료는 많이 들지만 저축은 꾸준히 해보세요.,sadness,neutral
보험 많이 들었어,보험료는 많이 들었지만 저축은 꾸준히 해보세요.,neutral,sadness
보험료 설계 다시 해야 하나?,설계는 항상 해보세요.,sadness,angry
보험료 재설계 해야 하나?,보험료 재설계를 해보세요.,neutral,neutral
복 받겠지?,복 많이 받으세요.,neutral,neutral
복근 만들어야지,복근 만들기가 쉽지 않죠.,sadness,sadness
복근 좀 생겼으면,운동 열심히 하세요.,sadness,neutral
복붙으로 끝내더라.,복을 많이 받으세요.,neutral,neutral
복수전공하고 싶어,공부해서 잘할 수 있을 거예요.,sadness,sadness
복전신청했어,좋은 소식이네요.,neutral,neutral
복전하고 싶어,복전하면 더 좋죠.,sadness,neutral
복전하면 좋아?,좋아할 거예요.,neutral,neutral
복전하면 힘들텐데 그래도 하는게 나을아?,복전하면 힘들겠지만 할 수 있을 거예요.,sadness,neutral
복전했어,좋은 소식이네요.,neutral,neutral
볼링 치고 놀았어,볼링 치는 재미있겠네요.,sadness,neutral
볼링 치고 옴,볼링 치는 재미있겠네요.,disgust,neutral
봄날이 기대돼,봄이 왔나봐요.,neutral,sadness
봄방학이다!,방학이 참 짧죠.,neutral,sadness
봄방학했어,방학이 짧아서 그런가봐요.,neutral,sadness
봄에 동물원 가는거 어때?,같이 가보세요.,neutral,neutral
봄에 동물원 데이트 어때?,같이 가보세요.,neutral,neutral
봄이 오긴 오나봐,봄이 오는가봐요.,sadness,neutral
봄이 왔어,봄이 왔나봐요.,sadness,sadness
봄이 왔으면 좋겠어,봄이 왔으면 좋겠어요.,sadness,neutral
봄이다,봄이 왔나봐요.,sadness,sadness
봄인가봐,봄이 오는가봐요.,sadness,neutral
봉사도 하고 사랑을 베풀고 싶어,좋은 생각이에요.,sadness,neutral
봉사활동 해볼까,좋은 생각이에요.,neutral,neutral
봉사활동도 좀 해야 하는데,좋은 생각이에요.,sadness,neutral
부담스러운 기대 좀 떨쳐낼 없을까?,부담스럽지 않은 선에서 부담스럽지 않은 선에서 해보세요.,sadness,sadness
부드러운 이불에서 나가기 싫어,이불은 항상 따뜻해요.,sadness,neutral
부모님 노후가 걱정돼,노후는 스스로 준비하세요.,sadness,neutral
부모님 말 안듣고 반항했어,부모님께 혼날 일이 있었나봐요.,sadness,sadness
부모님 모실 수 있을까?,부모님께 도움을 청해보세요.,sadness,sadness
부모님 선물 추천.,부모님께 드릴 수 있는 선물이 있다면요?,neutral,neutral
부모님 선물 추천해줘,부모님께 드릴 수 있는 선물이 있다면요?,sadness,neutral
부모님 선물은 뭐가 좋음?,부모님께 드릴 수 있는 선물이 좋겠어요.,neutral,sadness
부모님 선물은 뭐할까?,부모님께 드릴 수 있는 선물이 좋을 것 같아요.,neutral,neutral
부모님이 같이 살자셔,부모님께 효도하세요.,sadness,neutral
부모님이 내 꿈을 무시해,부모님께 용서를 구하세요.,sadness,sadness
부모님이 내 꿈을 반대해,부모님께 도움을 청해보세요.,sadness,sadness
부모님이 선 보래,부모님께 효도하세요.,sadness,neutral
부모님처럼 살고 싶다,부모님처럼 살 수 있을 거예요.,sadness,sadness
부모님한테 반항했어,부모님께 반항하지 마세요.,sadness,sadness
부산 갈까?,같이 가자고 해보세요.,neutral,neutral
부산 놀러갈까?,부산 놀러갈 수 있는 곳이 좋겠어요.,neutral,sadness
부업할까?,도전해보세요.,neutral,neutral
부자 되게 해주세요,부자 되세요.,sadness,neutral
부자 백수 하고 싶어,저도 하고 싶어요.,sadness,sadness
부자로 태어 났으면 좋을 텐데,부자로 태어났으면 좋겠어요.,sadness,sadness
부자친구 스트레스,스트레스 받지 마세요.,angry,angry
부케 누가 받지?,제가 받을게요.,disgust,neutral
부케 뭐로 하지,직접 사주세요.,neutral,neutral
부케 어떤 꼿으로 하지,부케는 부케가 맞는지 확인해보세요.,sadness,neutral
부팅 시간 너무 오래 걸려,잠시 쉬어도 괜찮아요.,sadness,neutral
분식 먹고 싶아.,맛있게 드세요.,neutral,neutral
분위기 있는 데서 데이트하고 싶어,데이트 신청 해보세요.,sadness,neutral
분위기 좋았는데 망,잘했어요.,sadness,neutral
분위기 좋았는데 망했다,잘했어요.,sadness,neutral
분위기 좋은 곳에서 데이트하고 싶어,좋은 곳으로 가보세요.,sadness,sadness
분통 터지지만 포기안한다고 말했네요,포기하면 더 힘들 거예요.,angry,sadness
불 날 뻔,조심하세요.,disgust,neutral
불 날 뻔했어,조심하세요.,surprise,neutral
불공평해,공평한 건 없어요.,sadness,neutral
불만을 입에 달고 다니는 사람 때문에 고민이야,욕을 해보세요.,angry,sadness
불만이 너무 많아,많이 풀렸길 바랍니다.,sadness,neutral
불만족스러워,잘하고 있어요.,disgust,sadness
불면증 온 거 같아.,수면제라도 드세요.,neutral,neutral
불면증인가,수면장애일 수도 있어요.,neutral,neutral
불면증인가봐,수면장애일 수도 있어요.,sadness,neutral
불안해,불안해하지 마세요.,fear,neutral
불편한 사이가 된 거 같아,서로가 서로에게 불편해하지 않는 선에서 풀어보세요.,sadness,sadness
불효자는 웁니다.,불효는 용서할 수 없는 거예요.,neutral,neutral
뷔페 가고 싶어,맛있는 거 드세요.,disgust,neutral
블랙데이인데 짜장면 같이 먹을 사람이 없어,짜장면은 맛있어요.,sadness,neutral
블랙박스 제대로 찍혔을까,잘 찍혔을 거예요.,sadness,sadness
블랙박스로 보면 나올까,블랙박스로만 보면 나올 거예요.,neutral,neutral
블록체인이 뭐야?,블록체인이라고 하면 블록을 쌓아서 블록을 만들 수 있어요.,neutral,neutral
블록체인이 왜 이렇게 시끄러워,블록체인 기술을 이용해 블록을 만들어보세요.,angry,neutral
블루투스 이어폰 살까,블루투스 이어폰은 좋죠.,angry,neutral
블루투스 이어폰 편하겠지,블루투스 이어폰은 좋죠.,neutral,neutral
비 맞아서 옷 젖었어,감기 조심하세요.,sadness,neutral
비 오기 시작하네,우산 챙기세요.,sadness,sadness
비 오네,우산 챙기세요.,sadness,sadness
비 오는 날,우산 챙기세요.,sadness,sadness
비 오는 날 데이트,우산 챙기세요.,neutral,sadness
비 오는 날은 만나서 뭐할까,같이 가요.,sadness,neutral
비 오는데?,우산 챙기세요.,neutral,sadness
비 오는데?,우산 챙기세요.,neutral,sadness
비 온다,우산 챙기세요.,angry,sadness
비 와,우산 챙기세요.,neutral,sadness
비가 와서 눅눅해,우산 챙기세요.,sadness,sadness
비꼬는 사람,비꼬는 사람한테는 예의가 없네요.,angry,sadness
비만 판정 받았어,운동해보세요.,sadness,neutral
비밀 지켜줄까?,비밀은 지켜줄 거예요.,neutral,neutral
비밀 지킬 수 있을까,비밀은 지켜도 돼요.,neutral,neutral
비밀번호 기억안 나,비밀번호는 중요하지 않아요.,sadness,neutral
비밀번호 까먹었다,비밀번호는 항상 중요한거예요.,neutral,sadness
비밀번호 뭐였더라,비밀번호는 중요하지 않아요.,sadness,neutral
비밀번호 자꾸 바꾸래,비밀번호 바꾸세요.,sadness,neutral
비밀번호 자꾸 바꿔,비밀번호 바꾸세요.,angry,neutral
비밀연애 하고 있어,비밀연애는 비밀연애보다 더 힘들어요.,neutral,sadness
비밀은 없는 거겠지,비밀은 비밀이 아니에요.,neutral,neutral
비밀은 없어,비밀은 비밀이에요.,neutral,neutral
비밀이 너무 많은 거 같아,비밀은 비밀이 아니에요.,sadness,neutral
비싼 명품 이제 그만 사야겠어,명품은 비싸요.,neutral,neutral
비싼 선물 부담스럽나.,부담스럽지 않은 선물을 해보세요.,sadness,neutral
비싼게 맛있어,맛있어요.,neutral,neutral
비오는날 뭐할까?,우산 챙기세요.,sadness,sadness
비오는날 뭐해?,우산 챙기세요.,neutral,sadness
비오면 마중 나와 주는 사람 있어서 좋다,좋은 사람 만나세요.,neutral,neutral
비정규직 서럽다,정규직이 힘들죠.,sadness,sadness
비정규직 차별,차별이 심한가봐요.,neutral,sadness
비정규직은 사람도 아닌가,사람마다 다르겠지만 사람마다 다르겠죠.,sadness,neutral
비정규직이라 차별받아,차별은 차별이 아니에요.,sadness,neutral
비타민 먹어야지,비타민을 챙겨 드세요.,neutral,neutral
비타민 사서 먹어야겠다.,비타민을 챙겨 드세요.,neutral,neutral
비트코인 날림,조심하세요.,neutral,neutral
비트코인 망함 한강 가자,망해도 상관없어요.,sadness,sadness
비트코인,돈 버는 재미에 푹 빠졌나봐요.,neutral,sadness
비행기 타러 간다!,좋은 여행이네요.,neutral,neutral
비행기 타러 공항 간다,좋은 추억 만드세요.,neutral,neutral
비행기표가 너무 비싸,비싸면 비싸요.,sadness,neutral
비행기표가 왜이렇게 비싸,여행은 항상 좋죠.,sadness,neutral
빙빙 돌려서 말하지 말고 다이렉트로 말했으면,저도요.,angry,neutral
빙수 맛있다,맛있게 드세요.,neutral,neutral
빚 때문에 죽을 것 같아,빚이 많아도 괜찮아요.,angry,sadness
빚이 너무 많아,갚을 능력이 있는지 살펴보세요.,sadness,neutral
빠떼리 나감,충전하고 오세요.,neutral,neutral
빡빡한 일상,힘들겠지만 잘 이겨낼 거예요.,angry,sadness
빨래 끝,빨래는 항상 깨끗해요.,neutral,neutral
빨래 다했다.,빨래는 항상 깨끗해요.,neutral,neutral
빨래했어.,빨래는 항상 좋죠.,neutral,neutral
빨리 걷다가 넘어질뻔,조심하세요.,sadness,neutral
빨리 정규직 하고 싶다,좋은 선택이에요.,neutral,neutral
빵 먹어야지,맛있게 드세요.,neutral,neutral
빵 한 개만 먹어야지,맛있게 드세요.,neutral,neutral
빵꾸난 양말 봤나,빵꾸난 양말 보셨나봐요.,angry,neutral
빼빼로 만들어 주면 좋아할까,빼빼로데이에는 사탕을 줘도 돼요.,sadness,neutral
빽 선물 받았어,고마워요.,neutral,neutral
빽 선물 해도 될까,직접 사오는 건 어떨까요.,neutral,sadness
뻔하다,뻔뻔한 사람이네요.,angry,angry
뻘짓 한 느낌 싫다,후회하지 않을 자신이 있다면 연락해보세요.,angry,neutral
뿌리 염색 다시 해야 되겠다,염색약 챙겨 드세요.,angry,neutral
뿌염해야지,뿌염하는 연습을 해보세요.,angry,angry
사과를 안해,사과하는게 좋겠어요.,angry,neutral
사과할 사람은 사과를 안해,사과할 사람은 사과해야죠.,angry,neutral
사귀고 싶어,사귀고 나서도 괜찮아요.,sadness,neutral
사내에서 비밀 연애 하고 있어,비밀 연애는 비밀 연애보다 더 힘들어요.,neutral,sadness
사는 게 허무해요,허무하게 살지 마세요.,sadness,sadness
사는게 날 너무 지치게 해,살다보면 그럴 때가 있죠.,sadness,neutral
사다리타기 맨날 꽝이야,안전 운전 하세요.,angry,neutral
사다리타기 맨날 운이 안 좋아,운이 좋으면 운이 좋죠.,sadness,neutral
사람 관리하는 게 제일 힘들어,사람 관리도 중요해요.,sadness,neutral
사람 만나는 거 너무 어려워,사람 만나는 게 쉽지 않죠.,sadness,neutral
사람 만나는 게 쉽지 않아,사람 만나는 게 쉽지 않죠.,angry,neutral
사람 만나는 게 피곤해,사람 만나는 게 피곤하죠.,sadness,sadness
사람 많아서 기다려야할지도,기다리는게 쉽지 않죠.,sadness,neutral
사람 사이에 있어도 외로워,외로운 사람이네요.,sadness,sadness
사람들은 왜 이렇게 날 힘들게 할까,자신을 더 힘들게 만들 뿐이에요.,sadness,sadness
사람들은 왜 이렇게 신경쓸까,신경쓰지 마세요.,neutral,neutral
사람들이 나 이상하대,이상형은 이상형일 거예요.,disgust,sadness
사람들이 나 좀 좋아해줬으면,사람마다 다르겠지만 사람마다 다르겠지만 사람마다 다르겠지만 사람마다 다르겠지만 사람마다 다르겠지만 사람,sadness,neutral
사람들이 날 너무 힘들게 한다.,사람마다 생각이 다르겠지만 사람마다 생각이 다를 거예요.,sadness,neutral
사람에 치여,사람마다 생각이 다르겠지만 사람마다 생각이 다를 거예요.,angry,neutral
사람은 많은데 외로워,외로움을 이겨내세요.,sadness,neutral
사람은 진짜 다른 가봐,사람마다 다르겠지만 사람마다 다르겠죠.,angry,neutral
사람의 마음을 얻는게 어려워,사람 마음 얻는게 쉽지 않죠.,sadness,neutral
사람이 제일 무서워,사람 무서워하지 마세요.,fear,fear
사랑니 나나봐,사랑니 나나봐요.,neutral,neutral
사랑니 나는 거 아프다,치료하세요.,sadness,neutral
사랑니 나는 것 같아 아파,사랑니 나으면 괜찮아요.,sadness,neutral
사랑니 아파,약을 드세요.,sadness,neutral
사랑한다고 말해줘,사랑한다고 말해보세요.,neutral,neutral
사소한 걸로 트집잡는 사람 어떡해?,사소한 걸로 사람을 헷갈리게 하는 건 좋지 않아요.,angry,neutral
사수 좋아하는 거 같애,저도 좋아해요.,sadness,neutral
사수가 깐깐하게 군다,잘할 수 있을 거예요.,disgust,neutral
사수가 일을 너무 못하네,잘하고 있어요.,sadness,sadness
사수님 너무 좋아,저도 좋아해요.,happiness,neutral
사업 구상,잘 될 거예요.,neutral,neutral
사업 구상하고 있어,잘 될 거예요.,neutral,neutral
사업 시작해도 될까,도전해보세요.,fear,neutral
사업 해볼까?,도전해보세요.,neutral,neutral
사이코가 너무 많아,정신 차리세요.,disgust,neutral
사장이 월급을 안줘,월급이 적으면 사장도 월급을 못받아요.,sadness,sadness
사전뜻이 이상해,사전뜻을 찾아보세요.,neutral,neutral
사전이 이상해,사전은 사전이 아니에요.,sadness,neutral
사진 업로드해야겠다.,많이 찍어주세요.,neutral,neutral
